#flow size in KB,cdf value
0.10953239,0.016628958
0.169434625,0.13221242
0.313165603,0.30317592
0.62780331,0.405681732
0.916814928,0.512858814
1.711139993,0.603413167
3.21530578,0.694314629
6.960614642,0.771289601
17.49659138,0.8332666
47.81766463,0.939639587
2173.993852,1
