#flow duration in ms,cdf value
1.722045535,0.132316783
18.00980411,0.155095209
75.30784821,0.158713584
342.772989,0.16894488
1545.947523,0.190226575
2661.235847,0.205094207
5846.307719,0.217895126
26489.70522,0.232980636
58762.28892,0.279587915
78568.23209,0.404417457
91845.90209,0.4979738
101647.7386,0.603500752
144597.24,0.724134278
272919.1374,0.799854951
470564.5655,0.851119048
451304.6155,1
