#flow size in KB,cdf value
0.1,0.097822884
0.150304268,0.201278437
0.488445748,0.299969024
1.695542726,0.405766014
2.62227671,0.510774314
4.165789279,0.61307108
6.271286444,0.717737378
10.2299451,0.809812168
23.06465912,0.907571124
104.0131658,0.961381715
338.0937588,0.986397233
6245.421568,1
