#flow duration in ms,cdf value
1.643984025,0.150020595
3.833255725,0.200185268
6.796503781,0.216695147
13.85519409,0.219970843
36.07813161,0.229802229
67.86562949,0.282251547
146.1407465,0.323905699
308.0077387,0.383926232
671.5037916,0.40873234
1443.36697,0.429577764
3102.118618,0.453892798
6753.728977,0.482092629
14988.48282,0.512053745
31377.72112,0.583086308
50585.1986,0.622393644
85890.46503,0.711031471
145033.3538,0.8127581
160385.6148,0.937482809
163246.5594,1
