#flow size in KB,cdf value
0.153510773,0.043612335
0.305954733,0.086787367
0.513065531,0.198053641
0.95896079,0.319628026
1.329283234,0.387914564
1.367034661,0.507643547
1.511510851,0.609251101
1.965519052,0.686607158
2.3223407,0.797305171
4.966463429,0.917662135
15.4387414,0.96811719
47.93631565,0.993131183
116.760948,1
