#flow size in KB,cdf value
0.072528982,0.000699301
0.077141332,0.024475524
0.142251301,0.023076923
0.144506248,0.045454545
0.156607579,0.102758517
0.265960669,0.140382221
0.325010927,0.20417975
0.400796342,0.269316026
0.507719581,0.319042905
0.597697043,0.39709369
0.71772565,0.50605351
0.817712324,0.608283345
1.135093012,0.704909763
1.512584351,0.796815403
1.907848102,0.857509234
2.871170038,0.915261069
5.224008876,0.950537756
7.857250781,0.97838098
