#flow duration in ms,cdf value
9.878983415,0.059089851
463.5461565,0.119391101
1099.075832,0.151102224
2562.112432,0.170494769
5421.970717,0.213997237
11566.05061,0.244882165
24623.50371,0.249953614
51138.86451,0.267605214
91035.29669,0.351732955
152487.4131,0.449826032
285071.0035,0.518627388
533203.7584,0.579277175
543972.2881,0.720225128
595665.1985,0.822893157
600000,1
