#flow duration in ms,cdf value
1.727530999,0.124758862
8.291829828,0.158125742
26.51795725,0.185021916
78.10181642,0.206045158
269.038462,0.22862003
864.141189,0.300391777
2611.46929,0.386836349
7963.440324,0.421012052
26605.09012,0.456576232
53288.53997,0.558336713
81106.83732,0.690105867
150913.1915,0.830767486
168858.5034,1
