#flow duration in ms,cdf value
1.404545902,0.213996632
3.156197149,0.227302398
6.910285387,0.242734489
13.1965998,0.252688338
45.68793403,0.288191618
93.78860597,0.309539777
203.0194527,0.320075557
437.1787986,0.330234523
941.4137385,0.343207509
2078.526435,0.369241317
4365.393638,0.395626111
9400.367899,0.409120212
39066.00065,0.527394721
54118.41381,0.712198616
72688.99926,0.838219631
104736.4734,0.933672421
137743.1116,1
