#flow duration in ms,cdf value
1.465691886,0.20932671
3.156197149,0.282332121
6.796503781,0.322090407
14.63548108,0.347570148
31.51580772,0.377531476
67.86562949,0.440260502
130.9732319,0.521478185
252.7639926,0.603754772
544.2978846,0.677147296
1150.870938,0.771487833
2433.417349,0.821800869
5240.081475,0.849677738
11283.90651,0.872864574
24298.58137,0.901088852
52324.17126,0.957314366
106666.8352,0.982867509
166028.8219,1
